Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
partai keadilan sejahtera khawatir jokowi mulai tancap gas buat pemilihan presiden partai keadilan sejahtera khawatir uniform resource locator cuma berbicara doang makan,1,0,0,1,0,0,0,0,1
sedih punya kepala kepolisian republik indonesia kok amat sih ketakutan banget dahhh kedudukan,1,0,1,0,0,0,0,0,1
ibu hamster memakan hidup hidup bayinya cacat aneh dunia,0,0,0,0,0,0,0,0,0
awalnya tau sih enggak peka begini gara gara shooky jadi buram warna warni begini videonya haha berbicara sendiri macam orang sarap,0,1,0,0,0,0,0,0,0
baginda rasulullah berkata dunia perhiasan sebaik baik perhiasan adalah wanita salihah hadis riwayat hari muslim,0,0,0,0,0,0,0,0,0
daftar agama asli nusantara kepercayaan islam katolik kristen protestan buddha hindu kong hu,0,0,0,0,0,0,0,0,0
profil manusia terlahir sperma tertukar jadilah kaum bani onta bani kampret,1,1,0,1,0,0,0,0,1
gue terus terang buat kasus bom percaya kenapa sekarang bisa satu suara sama kamu dulu banyak hilang mungkin bulan puasa bulan baik hijrah,0,0,0,0,0,0,0,0,0
bajingan presiden,1,1,1,0,0,0,0,0,1
kecewa on kamu silvy malu fitnah rasakan pak ahok panas sekak mat debat final pemilihan kepala daerah jakarta,1,0,1,0,0,0,0,0,1
bukan termasuk umatku orang tak menghormati orang tua menyayangi anak anak tidak memuliakan alim ulama hari ahmad thabrani hakim,0,0,0,0,0,0,0,0,0
salah pilih sial kalau salah itu lucu sial melucu ganti presiden ganti presiden prabowo for presiden prabowo for presiden prabowo for presiden cukup jelas ganti presiden ganti presiden,1,0,1,0,0,0,0,0,1
gempar moeldoko mengamuk besar tantang prabowo hadapi dirinya bukan presiden jokowi â beritaâ terbaru,0,0,0,0,0,0,0,0,0
sore guys warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim hari sabtu seba baduy,0,0,0,0,0,0,0,0,0
sekelumit besar di siapkan melemahkan membinasakan komisi pemberantasan korupsi kalau berhasil imbasnya lengserkan jokowi ganti pemimpin pro korupsi,1,0,1,0,0,0,0,0,1
perspektif syariat islam memahami bagaimana hukum lgbt perspektif islam perhatikan penjelasan penjelasan satu persatu lgbt lesbi gay bisexual transgender,0,0,0,0,0,0,0,0,0
awkarin makan buaya iya iya,0,0,0,0,0,0,0,0,0
wow penjilat penghina habib bagaimana kamu mau meminta syafaat bonggg cucu baginda nabi kamu hina hina begini,1,1,1,0,1,0,0,0,0
kelima usir orang orang buddha kristen indonesia terakhir bakar semua rumah rumah orang orang kristen buddha,1,0,0,1,1,0,0,0,0
allah benci orang gendut bismillah was salat was salammu ala rasulullah amma badu beberapa dalil menunjukkan celaan orang gemuk banyak makan diantaranya imran bin uniform resource locator,0,0,0,0,0,0,0,0,0
buat muslim cyber army sumbu pendek wahabi bumi datar yang nyinyir yang kalian sebut anti islam uniform resource locator,1,0,0,1,1,0,0,0,0
pernah naik atas monas gila hebat,0,0,0,0,0,0,0,0,0
usir cina menghargai,1,0,0,1,0,1,0,0,0
selipkan foto sertifikat tanah jokowi disindir demokrat gerindra,0,0,0,0,0,0,0,0,0
hadir plt gubernur jawa tengah doktorandes heru sudjatmoko sama sih plt gubernur jawa tengah musyawarah kerja wilayah musyawarah kerja wilayah pengurus wilayah nahdlatul ulama jawa tengah nahdlatul ulama jawa tengah musyawarah kerja wilayah nahdlatul ulama jawa tengah musyawarah kerja wilayah pengurus wilayah nahdlatul ulama jawa tengah,0,0,0,0,0,0,0,0,0
itukan pasukan nasi bungkus,0,0,0,0,0,0,0,0,0
iya kampungan alay kalau menonton bola singapura sama johor malaysia uniform resource locator,0,1,0,0,0,0,0,0,0
cebong begitu bang akut komentar nomor wahid literasi tak valid dungu,1,1,1,0,0,0,0,0,1
tidur lah kampang,1,1,1,0,0,0,0,0,1
mau ahok kan,0,0,0,0,0,0,0,0,0
keling kalinga from merong mahawangsa kedah annals abt raja mahawangsa raja maha vamsam tamil raja fm great race pergi back berempat sepuluh tahun century the pertama sultan of kedah had indian tamil hindu buddhist thailand malay link sembilan tahun converted,0,0,0,0,0,0,0,0,0
banci banget anjing mantan kamu,1,1,1,0,0,0,0,1,0
penjahat perang nazi adolf eichmann arsitek solusi akhir nazi paling dicari dunia memusnahkan orang orang yahudi eropa,0,0,0,0,0,0,0,0,0
ton benih hortikultura tembus pasar ekspor negara,0,0,0,0,0,0,0,0,0
cuma jawab iya apa apa suara kamu kok kayak tahan changi jadi kedengaran kayak banci,0,1,0,0,0,0,0,0,0
sadarlah wahai anak bangsa ibu pertiwi sedang diporakporandakan manusia biadab aktor utama,1,1,0,1,0,0,0,0,1
haha goblok memang kecebong kamu mentertawakan dia ketawai rekening kamu bego,1,1,1,0,0,0,0,0,1
melepaskan orang kamu cintai jauh lebih sulit dibanding menerima cinta baru asing hatimu,0,0,0,0,0,0,0,0,0
pengusaha mau lengserkan jokowi di tangkap makar pak polisi takut,1,0,1,0,0,0,0,0,1
siswa menolak berita hoaks ingin pilihan kepala daerah kota kediri berjalan damai,0,0,0,0,0,0,0,0,0
banyak membela partai komunis indonesia bermunculan kebanyakan pembela rezim pembela ahok komunis cina sangat berperan waspada darurat partai komunis indonesia,1,0,0,1,0,1,0,0,0
bukannya stigma babi milik tuhan kamu sih ahok kafir,1,1,1,0,1,0,0,0,0
semua ulah asing kaum tagar be like,1,0,0,1,0,0,0,0,1
buka youtube beberapa hari menongolnya video lucinta luna mulu siapa sih mau menonton browsing malas kayaknya sih bencong,0,1,0,0,0,0,0,0,0
saweran jawa tengah saweran dirman ida sudirman said ida fauziyah sudirman said bicara jabatan satu periode cukup,0,0,0,0,0,0,0,0,0
belajarlah timor leste pribumi bukan pemilik kedaulatan timor leste etnis cina penghianat perompak ahok,1,1,0,1,0,1,0,0,0
mereka sadar rezim kesempatan buat neo komunis bangkit kapan atau sama sekali,1,0,1,0,0,1,0,0,0
cebong doang tukang mengamuk,1,1,0,1,0,0,0,0,1
namanya titit kalau tutut,0,1,0,0,0,0,0,0,0
teman teman sekolah dasar katolik gue pintar pintar juara pada mana yang ikut ujian masuk perguruan tinggi nasional sih juara umum tapi cuma semester oi,0,0,0,0,0,0,0,0,0
alah sok menanyakan sedih palingan respon kau kok begitu bodoh ah aku capai jawabnya kak,0,1,0,0,0,0,0,0,0
jiah media sosial lantang kamu lae dikasih kesempatan debat culun plonga plongo,1,1,1,0,0,0,0,0,1
sok dick end sangat kontol berakhir,0,1,0,0,0,0,0,0,0
papa buatkan aku adek ih najis banget papah ngewe neomu neomu jijik,0,1,0,0,0,0,0,0,0
dasar sarap,1,1,1,0,0,0,1,0,0
alhamdulillah gerakan mas para oknum oknum penjahat tunggu semoga makin banyak yang golput lengserkan jokowi,1,0,1,0,0,0,0,0,1
barel dugaan bom,0,0,0,0,0,0,0,0,0
rezim suka ramai ramai susah,0,0,0,0,0,0,0,0,0
sebenarnya aku kuat terasa perangai manusia babi,0,1,0,0,0,0,0,0,0
alhamdulillah bang hasil polling google kemarin,0,0,0,0,0,0,0,0,0
solusi haha dana haji diambil buat infrastruktur duit badan penyelenggara jaminan sosial buruh bahkan mau diambil rakyat semuanya diperas masih meminta solusi goblok kamu memang penjilat tolol,1,1,1,0,0,0,0,0,1
tenaga kerja indonesia haji uma mengucapkan terima kasih ketua kesatuan anak nanggroe aceh kana malaysia kepada seluruh warga aceh malaysia ikut menyumbang membantu proses pemulangan jenazah uniform resource locator,0,0,0,0,0,0,0,0,0
wakil gubernur daerah khusus ibukota hebat,0,0,0,0,0,0,0,0,0
sih mae mental perang nya keren teel lama kelamaan minggat nyungsep layani gue cebong baru menetes wkwk modar mendadak,1,1,1,0,0,0,0,0,1
coba pap dulu pas sehun nete sama kamu baru gue percaya wkwk,0,1,0,0,0,0,0,0,0
al habib zain bin smith berkata â sesungguhnya berkomentar buruk atas ulama menggunjing mengadu domba termasuk dosa besar pelakunya dihukumi fasik,0,0,0,0,0,0,0,0,0
program pembangunan pusat olahraga seni budaya setiap kota kabupaten asyik menang asyik menang,0,0,0,0,0,0,0,0,0
selama kebutuhan ia terima berasal antek antek ayahnya mungkin pegawai cari muka anak angkat kesayangan isaac mulia hidup mandiri begini cukup menyulitkan dirinya,0,0,0,0,0,0,0,0,0
jelas sekarang hukum surat pemberitahuan tahunan apa negeri ketika jelas depan mata remaja labil bermata sipit menghina presiden simbol negara ternyata sepi pemberitaan bahkan indikasi dianggap kebebasan berekspresi dianggap lucu lucuan pikir dulu dah gue mah,1,0,0,1,0,1,0,0,0
kesabaran diuji dia nya tetap kayak babi,0,1,0,0,0,0,0,0,0
kalau cebong memuji prestasi nya presiden jokowi kalau kampret nyinyir kalau perlu pakai bumbu fit,1,1,0,1,0,0,0,0,1
nasib ulama indonesia menyedihkan surat pemberitahuan tahunan rohingya mengkritik dikatakan makar dimasukkan sel rezim jahat anti islam diktator,1,0,1,0,1,0,0,0,0
sok tau tai cicak,1,1,1,0,0,0,0,0,1
iya aku agak ngeri kalau stabil finansialnya banyak teman yang akhirnya menyerah jadi tenaga kerja indonesia tenaga kerja wanita pas menikah mungkin butuh biaya buat modal kali,0,0,0,0,0,0,0,0,0
masalah betul lah kulit sensitif nih pantang sikit je jadi monyet,0,1,0,0,0,0,0,0,0
minimal ada kata kontol perang,0,1,0,0,0,0,0,0,0
anjir cebong dungu belaga keren sok menasehati pak,1,1,1,0,0,0,0,0,1
semoga panglima tentara nasional indonesia menyelamatkan negara kesatuan republik indonesia para penjual aset negara dari antek antek komunis,1,0,0,1,0,1,0,0,0
terakhir adakah tips para pembaru ingin menjadi seorang freelance writer aku chat,0,0,0,0,0,0,0,0,0
usah berbicara lah joko beras impor uniform resource locator,1,0,1,0,0,0,0,0,1
bocah cilik suka banget pisang lama lama jadi monyet mau,0,0,0,0,0,0,0,0,0
sendiri beragama agama katolik ateis kami selalu berbagi berita satu sama suatu hari meminta pertolongan untuk menerjemahkan sebuah lagu islami dengan senang hati membantu ya akhirnya memublikasikan,0,0,0,0,0,0,0,0,0
inilah efek ajaran bani cingkrang jidat hitam pantat panci,1,1,0,1,1,0,0,0,0
calon presiden janjikan lunasi hutang indonesia umrah orang memilihnya,0,0,0,0,0,0,0,0,0
malaysia baru milik harapan rakyat menolak rejim najib razak pru lalu maaf bukan milik umno bongok,0,0,0,0,0,0,0,0,0
dek aku cinta kamu aku mencintaimu allah iya mas aku jua mencintaimu apa aku hijrah rajin beribadah pintar mengaji siap rabi tapi sama,0,0,0,0,0,0,0,0,0
cina senang indonesia susah candaan sih encek pendiri csis harry tjan silalahi tahun an,1,0,0,1,0,1,0,0,0
gebuk pasukan congor pembuat rusuh sikat habis jangan kasih kendor makhluk makhluk sontoloyo,1,1,0,1,0,0,0,0,1
katolik data keluarga sangat rapi jadi kalau yang pisah harusnya termonitor bisa menghilang saja menyangkut keluarganya,0,0,0,0,0,0,0,0,0
semakin nyata adalah pengkhianat bangsa ganti presiden,1,0,1,0,0,0,0,0,1
mengakui islam membela penista agama terus berkedok pejuang ham hamburger kali orangnya dia mau tau siapa check it out kata ustad,0,0,0,0,0,0,0,0,0
dijabarkan sempurna percuma cebong enggak otaknya,1,1,0,1,0,0,0,0,1
malas sama pengirimnya masa memaki sipit,0,0,0,0,0,0,0,0,0
alah drama banget bangsat,1,1,1,0,0,0,0,0,1
wajarlah ip memuji jokowi lah gubernur bawahannya presiden gue bukan kader partai keadilan sejahtera sudahlah tak usah memaksakan diri memuji jokowi tak punya kemampuan apa apa ayo bergabung ganti presiden,1,0,1,0,0,0,0,0,1
masyarakat hari sudah menjadi sastrawan melestarikan budaya dulu pernah hilang membuka mata kepala calon pemilih pemimpin bangsa,0,0,0,0,0,0,0,0,0
indonesia jadi republik berisik sejak presiden lengserkan jokowi,1,0,1,0,0,0,0,0,1
suku mosuo perbatasan cina tibet suku pelaku poliandri wanita bersuami banyak kepala keluarga dipegang aneh dunia,0,0,0,0,0,0,0,0,0
wakil gubernur daerah khusus ibukota jakarta mengatakan aquathlon sejumlah rangkaian acaraâ bakal memeriahkan pencanangan hari ulang tahun daerah khusus ibukota akan digelar pulau tidung kepulauan seribu mei mendatang,0,0,0,0,0,0,0,0,0
medali indonesia olimpiade dipersembahkan orang orang kristen pikir,0,0,0,0,0,0,0,0,0
freeport belum usai pertarungannya di ring rupiah dihajar babak belur di tempat politisi ngehek berkampanye jokowi antek amerika,0,0,0,0,0,0,0,0,0
sangka sebodoh pemikiran seorang wanita islam jijik oke,1,1,1,0,1,0,0,0,0
dia punya program modal bacot doang,1,1,1,0,0,0,0,0,1
selamat datang itu kampret merahnya iya kamu kampretnya,1,1,1,0,0,0,0,0,1
orang bodoh tentu idiot orang idiot tentu bodoh haha,0,0,0,0,0,0,0,0,0
kristen di dikafir kafirkan diharam haramkan,1,0,0,1,1,0,0,0,0
sedang menahan tai,0,0,0,0,0,0,0,0,0
pengikut hanya juga salah satunya paksa saya bukan tuyul lo memang lebih senang baca daripada menulis,0,0,0,0,0,0,0,0,0
nak kamu lihat istana seberang sana berdoa lah bersama ayah rakyat semuanya nak semoga tahun depan pemimpin sekarang tinggal sana pulang kampung halamannya lagi tinggal sana ganti presiden,1,0,1,0,0,0,0,0,1
mana harga diri kalian lembek antek komunis keras anti kepala kepolisian republik indonesia politic id,1,0,0,1,0,0,0,0,1
selamat anjing ayo ah bari minum kopi menonton seni budaya sunda wayang golek saja hadir,0,0,0,0,0,0,0,0,0
haha tangkap terus semua ditangkap jokowi uniform resource locator,1,0,1,0,0,0,0,0,1
sekolah benar jangan meminta free class mulu nik tar bego kayak gue,0,1,0,0,0,0,0,0,0
sombong kamu dulu jomlo menangis gue dasar manusia homo,1,1,1,0,0,0,0,1,0
keduanya menganut agama syiwa buddha perpaduan buddha hindu bali sempat sejahtera akhirnya sisi spiritual membuka jalan lain,0,0,0,0,0,0,0,0,0
penting bersih bangsat bukan tisu bekas mengelap silit kan aduh ribet sih ppl,0,1,0,0,0,0,0,0,0
gubernur ahmad heryawan klaim musabaqah tilawatil quran kali paling bagus terbaik pasalnya ¦,0,0,0,0,0,0,0,0,0
sikap politik donald trump dulu menyudutkan umat islam menarik dukungan politik united state of america yahudi berada sana terlihat memperbaikinya,0,0,0,0,0,0,0,0,0
antre jam edan bonek,0,1,0,0,0,0,0,0,0
semoga persija menjadi contoh awal klub ramah saudara fabel dimulai panitia pelaksana yang bisa menyediakan tiket khusus difabel cara mendapatkan nya lebih mudah pada bangku khusus difabel duduki aparat keamanan kan sayang banget,0,0,0,0,0,0,0,0,0
apa di demo berjilid jilid baru polisi mau memeriksa sih busuk,1,1,1,0,0,0,0,0,1
intelligence quotient lihat pelanggaran ham myanmar usir duta besar myanmar usir orang beragama buddha indonesia,1,0,0,1,1,0,0,0,0
ku berkata bangsat,0,1,0,0,0,0,0,0,0
politik luar begitu om asal mau berkhianat menguntungkan asing jangankan penghargaan jabatan super bisa kasih asing,0,0,0,0,0,0,0,0,0
double fuck kontol besar uniform resource locator,0,1,0,0,0,0,0,0,0
allah xl kurang kampret apa koneksinya,1,1,0,1,0,0,0,0,1
pagi buta,0,0,0,0,0,0,0,0,0
aku dek aku makin lama makin sipit sih adik bukannya teteh sipit aku nih aku kasih lihat foto aku sipit banget adik usah tau teteh memang sipit,0,0,0,0,0,0,0,0,0
riza wahyu pratama aneh bin ajaib gaji gubernur bi lebih tinggi presiden besarannya,0,0,0,0,0,0,0,0,0
rakyat demo bubarkan dewan perwakilan rakyat sih jago korupsi,1,0,0,1,0,0,0,0,1
by the way teman teman katolik katanya kelas pra nikah sama,0,0,0,0,0,0,0,0,0
dulu waktu gue sekolah dasar murid islamnya kurang orang tetap disediakan guru agama musala cisauk murid kristen banyak enggak guru agama kristen pelajaran agama tetap dalam kelas nilai diambil sekolah minggu,0,0,0,0,0,0,0,0,0
sini by kempisin pakai memek,0,1,0,0,0,0,0,0,0
mampus kamu jawabannya salah semua,1,1,1,0,0,0,0,0,1
menjadi nakal sekalipun bajingan sebuah proses perjalanan menuju kedewasaan penuh idealisme,0,0,0,0,0,0,0,0,0
jual beli ada ijab kabul biasa buat disebut jual beli al mu atuh sisi mazhab syafii tak sah sebenarnya ada beberapa ulama mazhab syafii al nawawi al baghawi etc kata sah pandangan inilah dipakai sekara,0,0,0,0,0,0,0,0,0
mungkin mayoritas rakyat filipina beragama katolik,0,0,0,0,0,0,0,0,0
asumsi karena satu satunya partai politik kanan kristen semua umat kristiani indonesia bersatu memilih pds nyatanya pemilihan umum pemilihan umum pertama ikuti mereka hanya memperoleh juta suara sekitar lima belas juta pemilih kristen,0,0,0,0,0,0,0,0,0
bagaimana gambar no kayaknya yang sering dibahas kelas rezim keuangan,0,0,0,0,0,0,0,0,0
next fatwa haram mendukung memilih sih entah buat kubu jual keyakinan yang buat kubu biar kubu kelihatan dongok,0,1,0,0,0,0,0,0,0
sekali setahun selama ratusan tahun masyarakat adat badui menyerahkan hasil panen seba seserahan bapa gede bupati lebak gubernur banten seba baduy dw,0,0,0,0,0,0,0,0,0
chelsea sampah sarap,1,1,0,1,0,0,0,0,1
cukup film dono,0,0,0,0,0,0,0,0,0
cebong kayak kamu tetap dongok abadi nasiiib nasib,1,1,1,0,0,0,0,0,1
warga pribumi asli ternyata tenaga ilegal tenaga kerja asing merambah keseluruh pelosok nusantara termasuk ntb waspadalah waspadalah gergaji ganti presiden uniform resource locator,1,0,1,0,0,0,0,0,1
janji jokowi menang mal pukul pasar tradisional uniform resource locator,0,0,0,0,0,0,0,0,0
teroris buddha merendahkan al alquran,1,0,0,1,1,0,0,0,0
bertemu lembaga budaya muhammadiyah ketua dewan perwakilan rakyat sebut warta kota,0,0,0,0,0,0,0,0,0
juga penyokong pelindung ahli ltte liberalisasi tamil tiger elam teroris hindu sri langka berlindung du asia,0,0,0,0,0,0,0,0,0
kekuatan islam robohkan rezim pendukung anti islam,1,0,0,1,1,0,0,0,0
komputer sebelas rapat dimulai ahmadi nur daerah pemilihan mengenai pagu anggaran dewan perwakilan rakyat,0,0,0,0,0,0,0,0,0
orang asing oke dua kata,0,0,0,0,0,0,0,0,0
lengserkan jokowi dodo lebih tepat aman tentram negeri,1,0,1,0,0,0,0,0,1
wah keren bang ulasannya mantap lanjutkan perjuanganmu membela rakyat lemah nan kecil lengserkan jokowi,1,0,1,0,0,0,0,0,1
sih kutil babi melecehkan pribumi umat islam iklan ahok jahat,1,1,1,0,0,0,0,0,1
tadi video call sofiya and guest apa orang partai komunis indonesia baju and seluar sama discussing twinsgoal,0,0,0,0,0,0,0,0,0
pernah dengar pepatah proses lebih penting hasil gue sih bakal kasih appreciate banget tim wah perjuangan buat perform ada cacat keren banget,0,0,0,0,0,0,0,0,0
haha pepatah mengatakan jangan ladeni orang dungu berdebat gue aminkan deh,0,1,0,0,0,0,0,0,0
maaf pak foto di halte depan taman anggrek dong nama si parman di pisahkan nama podomoro city nama seorangâ pahlawan revolusi tak elok tertulis si parman podomoro city,0,0,0,0,0,0,0,0,0
kamu mau gue ngewe,0,1,0,0,0,0,0,0,0
yoyakarta menjadi sejarah penting saksi bisu proses saya lebih memaksimalkan apa saya miliki otak lebih berpikir keras biasanya tangan multi tasking tubuh harus selalu fit kaki harus tegap berdiri kuat setiap kon,0,0,0,0,0,0,0,0,0
buddha teroris,1,0,0,1,1,0,0,0,0
ajarkan pakai hati lihat pak hati gunakan nalar mati,1,0,1,0,0,0,0,0,1
kalau punya otak pakai dong mbak tolol,1,1,1,0,0,0,0,0,1
cebong otak buntu jutaan rakyat indonesia kamu bingung mencari pengganti jokowi,1,1,1,0,0,0,0,0,1
itu expect lepas tangan semua kerja lecturer ape lancau sial cina nih,1,1,1,0,0,1,0,0,0
lindas sampai mencret,0,1,0,0,0,0,0,0,0
jatuh tertimpa tangga dialami ramli anwar pegawai pajak yang kena ott peras korban rupiah juta ramli kini dipecat via,0,0,0,0,0,0,0,0,0
ahok mau bebas bersyarat hidup markas komando lebih nyaman nyaman rejim kacung sifat cina penghianat,1,1,0,1,0,1,0,0,0
buzzer partai politik sibuk naikan rating partai politiknya liberal syiah komunis sibuk jualan sekte agamanya cebi sibuk jualan junjungannya periode bani jamban sibuk memuja napi transparan sebagian besar lalai waktu,1,1,0,1,1,0,0,0,0
benar banget indahan alam budaya segala yang terkaitnya jokowi sayangi papua,0,0,0,0,0,0,0,0,0
ahok korbannya gubernur baru tersenyum penuh kemenangan berbau busuk anyir bersimbah nanah luka sara cenderung cuci tangan,1,1,1,0,0,0,0,0,1
mahakarya gebyar pesona budaya garut gebyar pesona budaya garut,0,0,0,0,0,0,0,0,0
jil jin selamat nusantara memang agenda tokoh nu struktural,0,0,0,0,0,0,0,0,0
betul bro psi isinya sontoloyo semua bro jelas salah malah dilindungi diusahakan menjadi benar,1,1,0,1,0,0,0,0,1
baca mas baca sebelah istri kali habis baca langsung ngewe he he,0,1,0,0,0,0,0,0,0
bacot kampang,1,1,1,0,0,0,0,0,1
akun anak partai komunis indonesia,1,0,0,1,0,1,0,0,0
bertemu tokoh agama non muslim pak deh seimbang,0,0,0,0,0,0,0,0,0
kamu kwon beragama kristen,0,0,0,0,0,0,0,0,0
suciwati munir tidak percaya sama jokowi bisanya berbicara doang uniform resource locator uniform resource locator,1,0,1,0,0,0,0,0,1
rakyat sangat pelukan mundur jokowi,1,0,1,0,0,0,0,0,1
aktris deh tar kamu jadi transgender kalau aktor,0,0,0,0,0,0,0,0,0
iya lah bencong idiot surat pemberitahuan tahunan kamu kan memang baru pakai foto sudah mengaku asli,1,1,1,0,0,0,0,1,0
silakan kalau mau ganti pakde dengan cara sportif elegan soal gerakan subuhan sangat kental unsur politisnya yang aku tekankan bukan melebar mana,0,0,0,0,0,0,0,0,0
rasanya pergi tempat antah berantah menghilang dan membaur orang asing mengasingkan diri kalau perlu,0,0,0,0,0,0,0,0,0
ingat pipis onta lihat wajahnya,1,1,1,0,0,0,1,0,0
even mukanya bersih mulus cacat tetap mesti rawat darling kamu kan bakal forever enam belas tahun makin menambah umur kulit menambah tua sekarang makin banyak polusi,0,0,0,0,0,0,0,0,0
nah iya tiap hari mencamilnya tai onta sih,1,1,1,0,0,0,0,0,1
kalau aku lesbi nih memang mampus ah babi sial kamu nih uniform resource locator,0,1,0,0,0,0,0,0,0
prabowo akan berantas penindas muslim kelihatan banget adil kalau pemimpin baik bilang akan berantas semua penindas agama,1,0,1,0,0,0,0,0,1
gue sepertinya iya deh buka kacamata teman gue bilang sipit banget woi beda pakai kacamatanya,0,0,0,0,0,0,0,0,0
komisi pemberantasan korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah,0,0,0,0,0,0,0,0,0
cina anjing uniform resource locator,1,1,0,1,0,1,0,0,0
kalau begini apa pak bakal memberikan rehabilitasi pengguna bersalah apa dia katakan benar al,0,0,0,0,0,0,0,0,0
seorang mujahid tak pernah berkata kasar menghina ulama haram hukumnya pilih wakil rakyat partai penghina islam ulama muslim dus partai islam pengkhianat muslim indonesia ganti presiden,1,0,0,1,1,0,0,0,0
rezim soeharto melepas freeport mendapatkan kekuasaan jokowi menganulir pp dikeluarkan susilo bambang yudhoyono salah menghitung biaya dikeluarkan tak sesuai divestasi saham yang merampas,0,0,0,0,0,0,0,0,0
inus modus antek kaum liberal syiah yahudi menghancurkan islam umumnya ahlusunah sunnah khususnya,0,0,0,0,0,0,0,0,0
pilihan kepala daerah daerah khusus ibukota didengungkan soal agama dipemilihan presiden sekarang didengungkan ganti presiden sampai takjil dilabeli ganti presiden dasar munafik,1,1,1,0,0,0,0,0,1
orang gek membagi bagikan kata kata motivasi kok malah dikon atraksi gendeng hina kafir cebong tai lancung seko mentok sing gek mengerami ah jolodong,1,1,0,1,0,0,0,0,1
sakit perut dibelikan gorengan semakin mencret aku mas,0,0,0,0,0,0,0,0,0
sinting sp keluar tanggal maret rencana kirim maret modar,0,1,0,0,0,0,0,0,0
ganti presiden pilihan kepala daerah daerah khusus ibukota sudah singkirkan ahok insya allah ganti presiden,1,0,1,0,0,0,0,0,1
sekalian presidennya impor kebangetan wajib ganti presiden,1,0,1,0,0,0,0,0,1
rakyat tiga lauk sepuluh ribu pakai telur separuh kalau mampu puluh ribu memberi sepuluh ribu bajingan kamu gendut tai hidup ada berkah ganti presiden,1,1,1,0,0,0,0,0,1
wajah wajah orang kafir hari muram,0,0,0,0,0,0,0,0,0
orang sipit mu merusak moral anak kecil tanggung tanggung bikin video semua persi,0,0,0,0,0,0,0,0,0
mungkin kamu semakin bodoh pancasila undang undang dasar tap majelis permusyawaratan rakyat no final partai komunis indonesia terlarang kecebong usah rayu rayu presiden buat peraturan pemerintah pengganti undang undang,1,1,1,0,0,0,0,0,1
wkwk akhirnya antek amerika pasang badan karena saham freeport dikuasai indonesia,0,0,0,0,0,0,0,0,0
disebut alah yahudi,0,0,0,0,0,0,0,0,0
apa tau kalau hari kita tertanda menguasai saham private finance initiative mau teriak pro asing saat kamu jadi ketua majelis permusyawaratan rakyat melakukan apa paksa private finance initiative kasih saham indonesia,0,0,0,0,0,0,0,0,0
itu heboh berita database bocor tersimpan luar negeri awal mula invasi tenaga kerja asing cina buatkannya barak barak di papua uniform resource locator,0,0,0,0,0,0,0,0,0
stereotipnya jadi kayak orang muslim benci anjing bos katolik pernah kali mengajak ketemu klien yang kebetulan pastor selalu diperkenalkan mas don pencinta anjing lo mau romo itu apa,0,0,0,0,0,0,0,0,0
partai keadilan sejahtera sepakat menyetujui pilihan kepala daerah dikembalikan dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0
prof bagaimana menyikapi orang orang kristen mendatangi rumah rumah muslim menyebarkan agama kristen sekte jehovah,0,0,0,0,0,0,0,0,0
tai sih nih orang,1,1,1,0,0,0,0,0,1
anjing itu,1,1,0,1,0,0,0,0,1
sis kalau tak suka sis cakap je depan muka sis puas hati tahu perangai bodoh sok hidup bahagia ada masalah muka berseri seri duit makin banyak pokok subur pencemaran makin kurang kesan rumah hijau pun boleh kurang,0,1,0,0,0,0,0,0,0
uniform resource locator unduh ngentot toilet sekolah bispak porno bokep,0,1,0,0,0,0,0,0,0
denise leith rezim soeharto menginginkan saham sebesar persen freeport tak langsung memenuhi permintaan soeharto freeport,0,0,0,0,0,0,0,0,0
bilang bajingan dikasih surat cinta komisi penyiaran indonesia enggak sih,0,1,0,0,0,0,0,0,0
dasar kaum onta bacot digedekan istighfar,1,1,0,1,0,0,0,0,1
haha berbeda bandara tempat banyak penumpang berbagai negara lah jalan di kabupaten rambu tulisan cina terlihat banget meminta dijajah cina,0,0,0,0,0,0,0,0,0
bukannya israel mengundang yahudi seluruh dunia tinggal israel banyak warga israel keturunan keturunan orang tua nya negara negara arab,0,0,0,0,0,0,0,0,0
geblek menandai kamu wkwk,1,1,1,0,0,0,0,0,1
muslim moderat tak jadi sasaran tembak buang islam majelis ulama indonesia kalau baru terduga ditembak tak setuju,1,0,0,1,1,0,0,0,0
mulai lebih siapa gue balas kamu sakit jiwa ettt jadi laki kok banci uniform resource locator,1,1,1,0,0,0,0,1,0
heran sama cowok normal suka ngelonte apa enaknya sih cuma buang pejuh doang kan enakan lontenya genjot bayar idih goblok sesekali main sama gay maniak hyper jamin puas lahir batin lebih puas lonte lonte parasit omongan,0,1,0,0,0,0,0,0,0
bhayangkara pembina keamanan ketertiban masyarakat desa cantik bersama kades memberikan binaan penyuluhan cipokan jelang pilihan kepala daerah serentak klik sini ð,0,0,0,0,0,0,0,0,0
udeeeh kebiasaan tidur mobile data wifi off all apps removed baru tadi malam kacrut wkwk wine menunggu plus,0,1,0,0,0,0,0,0,0
anjing cacat orang orang kayak disuruh pegang gangang badminton paling dijadikan mainan gitar belaga banget alah,1,1,0,1,0,0,0,0,1
